Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget Margin,Budget Sales,Budget COGS,Date,Market,State,Area Code,Market Size,Product Type,Product,Type 
37,75,127,52,38,16,327,50,70,110,40,12/1/10,East,New Hampshire,603,Small Market,Coffee,Amaretto,Regular
28,74,122,48,46,15,462,30,60,100,40,12/1/10,East,New Hampshire,603,Small Market,Coffee,Columbian,Regular
89,124,210,86,35,24,1003,90,120,210,90,12/1/10,East,New York,716,Major Market,Tea,Darjeeling,Regular
133,179,302,123,46,34,959,150,190,310,120,12/1/10,East,New York,718,Major Market,Tea,Earl Grey,Regular
52,79,133,54,27,15,601,60,80,130,50,12/1/10,East,New York,518,Major Market,Tea,Green Tea,Regular
309,453,747,294,144,111,1727,210,320,540,220,12/1/10,East,New York,607,Major Market,Herbal Tea,Lemon,Decaf
-189,-93,148,241,96,74,5121,-150,-80,100,180,12/1/10,East,New York,716,Major Market,Herbal Tea,Mint,Decaf
-224,-69,66,135,155,122,3641,-210,-70,60,130,12/1/10,East,New York,212,Major Market,Espresso,Caffe Mocha,Regular
312,407,657,250,95,70,723,320,400,640,240,12/1/10,East,New York,718,Major Market,Espresso,Regular Espresso,Regular
271,420,699,279,149,97,2642,250,370,620,250,12/1/10,East,New York,845,Major Market,Coffee,Columbian,Regular
46,71,120,49,25,13,845,70,90,140,50,12/1/10,South,Louisiana,318,Small Market,Coffee,Columbian,Regular
31,51,85,34,20,9,863,50,60,100,40,12/1/10,South,Louisiana,225,Small Market,Coffee,Decaf Irish Cream,Decaf
77,120,214,94,43,31,540,70,110,190,80,12/1/10,South,Louisiana,225,Small Market,Herbal Tea,Chamomile,Decaf
26,85,153,68,59,25,619,30,80,140,60,12/1/10,South,Louisiana,985,Small Market,Herbal Tea,Lemon,Decaf
-3,76,131,55,79,49,-1053,0,60,100,40,12/1/10,South,Louisiana,985,Small Market,Espresso,Caffe Latte,Regular
31,66,107,41,35,12,320,20,50,80,30,12/1/10,South,Louisiana,985,Small Market,Espresso,Caffe Mocha,Regular
27,63,106,43,36,13,466,20,50,80,30,12/1/10,South,Louisiana,225,Small Market,Espresso,Decaf Espresso,Decaf
27,74,122,48,47,15,462,50,90,140,50,12/1/10,South,New Mexico,505,Small Market,Coffee,Columbian,Regular
16,68,160,92,52,28,1898,40,90,190,100,12/1/10,South,New Mexico,505,Small Market,Coffee,Decaf Irish Cream,Decaf
9,25,41,16,16,4,851,10,20,30,10,12/1/10,South,New Mexico,505,Small Market,Herbal Tea,Chamomile,Decaf
7,38,69,31,31,9,1009,20,40,60,20,12/1/10,South,New Mexico,505,Small Market,Herbal Tea,Lemon,Decaf
-15,25,45,20,40,7,-598,-10,20,30,10,12/1/10,South,New Mexico,505,Small Market,Espresso,Caffe Latte,Regular
-5,69,118,49,74,44,335,10,60,90,30,12/1/10,South,New Mexico,505,Small Market,Espresso,Caffe Mocha,Regular
12,51,89,38,39,12,256,0,30,60,30,12/1/10,South,New Mexico,505,Small Market,Espresso,Decaf Espresso,Decaf
66,104,185,81,38,26,551,100,130,220,90,12/1/10,South,Oklahoma,405,Small Market,Coffee,Columbian,Regular
28,49,82,33,21,9,870,50,60,90,30,12/1/10,South,Oklahoma,580,Small Market,Coffee,Decaf Irish Cream,Decaf
22,80,145,65,58,24,403,20,70,130,60,12/1/10,South,Oklahoma,405,Small Market,Herbal Tea,Chamomile,Decaf
20,145,250,105,125,95,716,30,140,230,90,12/1/10,South,Oklahoma,580,Small Market,Herbal Tea,Lemon,Decaf
121,186,320,134,65,41,-2248,90,140,240,100,12/1/10,South,Oklahoma,918,Small Market,Espresso,Caffe Latte,Regular
24,44,73,29,20,8,490,20,30,50,20,12/1/10,South,Oklahoma,580,Small Market,Espresso,Caffe Mocha,Regular
72,133,221,88,61,29,817,60,110,170,60,12/1/10,South,Oklahoma,405,Small Market,Espresso,Decaf Espresso,Decaf
188,284,525,241,96,74,1321,240,340,620,280,12/1/10,South,Texas,972,Major Market,Coffee,Columbian,Regular
30,56,99,43,26,14,531,40,60,110,50,12/1/10,South,Texas,682,Major Market,Coffee,Decaf Irish Cream,Decaf
28,73,127,54,45,17,424,30,60,110,50,12/1/10,South,Texas,469,Major Market,Herbal Tea,Chamomile,Decaf
24,60,101,41,36,13,435,30,60,90,30,12/1/10,South,Texas,214,Major Market,Herbal Tea,Lemon,Decaf
47,101,168,67,54,22,-1239,30,70,120,50,12/1/10,South,Texas,512,Major Market,Espresso,Caffe Latte,Regular
133,179,302,123,46,34,959,110,140,230,90,12/1/10,South,Texas,972,Major Market,Espresso,Caffe Mocha,Regular
52,79,133,54,27,15,601,40,60,100,40,12/1/10,South,Texas,214,Major Market,Espresso,Decaf Espresso,Decaf
36,75,127,52,39,16,327,40,70,110,40,12/1/10,West,Utah,435,Small Market,Herbal Tea,Chamomile,Decaf
28,74,122,48,46,15,462,40,70,110,40,12/1/10,West,Utah,801,Small Market,Herbal Tea,Lemon,Decaf
17,68,160,92,51,28,1898,20,60,140,80,12/1/10,West,Utah,435,Small Market,Herbal Tea,Mint,Decaf
-4,69,118,49,73,44,335,0,50,80,30,12/1/10,West,Utah,435,Small Market,Tea,Darjeeling,Regular
12,51,89,38,39,12,256,10,40,60,20,12/1/10,West,Utah,801,Small Market,Tea,Earl Grey,Regular
-15,25,45,20,40,7,218,0,20,30,10,12/1/10,West,Utah,435,Small Market,Tea,Green Tea,Regular
36,76,139,63,40,19,1075,50,90,160,70,12/1/10,West,Utah,435,Small Market,Coffee,Amaretto,Regular
21,65,114,49,44,16,392,50,80,130,50,12/1/10,West,Utah,801,Small Market,Coffee,Columbian,Regular
26,85,153,68,59,25,619,50,100,180,80,12/1/10,West,Utah,435,Small Market,Coffee,Decaf Irish Cream,Decaf
26,46,77,31,20,8,844,30,40,70,30,12/1/10,West,Utah,435,Small Market,Espresso,Caffe Latte,Regular
77,120,214,94,43,31,540,70,110,200,90,12/1/10,West,Utah,435,Small Market,Espresso,Caffe Mocha,Regular
47,73,123,50,26,14,898,50,70,110,40,12/1/10,West,Utah,435,Small Market,Espresso,Decaf Espresso,Decaf
89,124,210,86,35,24,1003,80,110,190,80,12/1/10,West,California,626,Major Market,Herbal Tea,Chamomile,Decaf
188,284,525,241,96,74,1321,170,260,480,220,12/1/10,West,California,415,Major Market,Herbal Tea,Lemon,Decaf
29,56,99,43,27,14,531,30,50,90,40,12/1/10,West,California,805,Major Market,Herbal Tea,Mint,Decaf
134,179,302,123,45,34,959,110,130,220,90,12/1/10,West,California,916,Major Market,Tea,Darjeeling,Regular
53,79,133,54,26,15,601,50,60,90,30,12/1/10,West,California,619,Major Market,Tea,Earl Grey,Regular
47,101,168,67,54,22,677,50,80,120,40,12/1/10,West,California,213,Major Market,Tea,Green Tea,Regular
-88,-25,102,127,63,40,2947,-90,-30,120,150,12/1/10,West,California,951,Major Market,Coffee,Amaretto,Regular
271,420,699,279,149,97,2642,350,500,830,330,12/1/10,West,California,707,Major Market,Coffee,Columbian,Regular
-149,-32,192,224,117,73,4216,-150,-40,220,260,12/1/10,West,California,714,Major Market,Coffee,Decaf Irish Cream,Decaf
157,251,501,250,94,70,1820,160,240,480,240,12/1/10,West,California,916,Major Market,Espresso,Caffe Latte,Regular
31,187,322,135,156,122,940,40,180,310,130,12/1/10,West,California,530,Major Market,Espresso,Caffe Mocha,Regular
216,329,576,247,113,81,1744,210,310,550,240,12/1/10,West,California,209,Major Market,Espresso,Decaf Espresso,Decaf
32,187,322,135,155,122,940,30,170,290,120,12/1/10,West,Nevada,702,Small Market,Herbal Tea,Chamomile,Decaf
194,310,534,224,116,73,1191,170,280,490,210,12/1/10,West,Nevada,775,Small Market,Herbal Tea,Lemon,Decaf
122,185,312,127,63,40,830,120,170,290,120,12/1/10,West,Nevada,775,Small Market,Herbal Tea,Mint,Decaf
215,329,576,247,114,81,1744,150,240,420,180,12/1/10,West,Nevada,702,Small Market,Tea,Darjeeling,Regular
157,251,501,250,94,70,1820,100,180,360,180,12/1/10,West,Nevada,702,Small Market,Tea,Earl Grey,Regular
-408,-294,31,294,145,111,8252,-320,-210,0,210,12/1/10,West,Nevada,775,Small Market,Tea,Green Tea,Regular
1,49,88,39,48,14,250,20,60,100,40,12/1/10,West,Nevada,775,Small Market,Coffee,Columbian,Regular
8,38,69,31,30,9,1009,30,50,80,30,12/1/10,West,Nevada,702,Small Market,Coffee,Decaf Irish Cream,Decaf
31,43,43,0,12,0,344,30,40,40,0,12/1/10,West,Nevada,702,Small Market,Espresso,Caffe Latte,Regular
10,25,41,16,15,4,851,10,20,30,10,12/1/10,West,Nevada,775,Small Market,Espresso,Caffe Mocha,Regular
17,35,58,23,18,6,807,20,30,50,20,12/1/10,West,Nevada,702,Small Market,Espresso,Decaf Espresso,Decaf
19,36,60,24,17,6,829,20,30,50,20,12/1/10,West,Oregon,541,Small Market,Herbal Tea,Chamomile,Decaf
66,104,185,81,38,26,551,70,100,170,70,12/1/10,West,Oregon,541,Small Market,Herbal Tea,Lemon,Decaf
25,44,73,29,19,8,490,30,30,50,20,12/1/10,West,Oregon,971,Small Market,Tea,Darjeeling,Regular
73,133,221,88,60,29,817,60,100,160,60,12/1/10,West,Oregon,971,Small Market,Tea,Earl Grey,Regular
121,186,320,134,65,41,690,100,140,230,90,12/1/10,West,Oregon,503,Small Market,Tea,Green Tea,Regular
-7,65,112,47,72,42,521,20,80,130,50,12/1/10,West,Oregon,503,Small Market,Coffee,Amaretto,Regular
1,57,98,41,56,13,482,20,70,110,40,12/1/10,West,Oregon,503,Small Market,Coffee,Columbian,Regular
25,60,101,41,35,13,435,50,80,120,40,12/1/10,West,Oregon,503,Small Market,Coffee,Decaf Irish Cream,Decaf
6,57,103,46,51,17,422,10,50,90,40,12/1/10,West,Oregon,971,Small Market,Espresso,Caffe Latte,Regular
28,73,127,54,45,17,424,40,70,120,50,12/1/10,West,Oregon,503,Small Market,Espresso,Caffe Mocha,Regular
87,153,306,153,66,42,1319,80,140,290,150,12/1/10,West,Oregon,971,Small Market,Espresso,Decaf Espresso,Decaf
105,174,289,115,69,37,1166,110,160,260,100,12/1/10,West,Washington,509,Small Market,Herbal Tea,Chamomile,Decaf
46,71,120,49,25,13,845,50,70,110,40,12/1/10,West,Washington,425,Small Market,Herbal Tea,Lemon,Decaf
30,66,107,41,36,12,320,20,40,70,30,12/1/10,West,Washington,509,Small Market,Tea,Darjeeling,Regular
28,63,106,43,35,13,466,20,40,70,30,12/1/10,West,Washington,509,Small Market,Tea,Earl Grey,Regular
-3,76,131,55,79,49,627,-10,50,90,40,12/1/10,West,Washington,360,Small Market,Tea,Green Tea,Regular
58,104,176,72,46,23,461,80,120,200,80,12/1/10,West,Washington,253,Small Market,Coffee,Columbian,Regular
20,145,250,105,125,95,716,50,170,290,120,12/1/10,West,Washington,509,Small Market,Coffee,Decaf Irish Cream,Decaf
13,32,56,24,19,7,567,20,30,50,20,12/1/10,West,Washington,253,Small Market,Espresso,Caffe Latte,Regular
23,80,145,65,57,24,403,30,80,140,60,12/1/10,West,Washington,509,Small Market,Espresso,Caffe Mocha,Regular
51,96,176,80,45,24,1079,60,100,170,70,12/1/10,West,Washington,253,Small Market,Espresso,Decaf Espresso,Decaf
154,171,382,170,76,47,1091,110,160,300,140,1/1/11,Central,Colorado,720,Major Market,Herbal Tea,Chamomile,Decaf
0,87,168,63,91,57,435,20,80,130,50,1/1/11,Central,Colorado,720,Major Market,Herbal Tea,Lemon,Decaf
51,80,157,60,49,19,336,40,70,120,50,1/1/11,Central,Colorado,970,Major Market,Herbal Tea,Mint,Decaf
26,72,145,58,58,22,338,20,70,110,40,1/1/11,Central,Colorado,719,Major Market,Tea,Darjeeling,Regular
56,76,157,64,42,19,965,40,70,120,50,1/1/11,Central,Colorado,719,Major Market,Tea,Earl Grey,Regular
47,56,112,44,27,14,623,30,50,80,30,1/1/11,Central,Colorado,303,Major Market,Tea,Green Tea,Regular
84,80,150,54,27,15,456,70,90,150,60,1/1/11,Central,Colorado,720,Major Market,Espresso,Caffe Mocha,Regular
83,108,201,72,58,23,558,80,130,210,80,1/1/11,Central,Colorado,719,Major Market,Espresso,Decaf Espresso,Decaf
146,130,245,89,38,24,777,100,130,220,90,1/1/11,Central,Colorado,719,Major Market,Coffee,Amaretto,Regular
106,107,213,83,41,27,623,80,110,190,80,1/1/11,Central,Colorado,720,Major Market,Coffee,Columbian,Regular
157,139,262,95,40,26,821,110,140,240,100,1/1/11,Central,Colorado,719,Major Market,Coffee,Decaf Irish Cream,Decaf
148,130,245,89,37,24,777,100,120,190,70,1/1/11,Central,Illinois,773,Major Market,Herbal Tea,Chamomile,Decaf
106,107,213,83,41,27,623,60,90,160,70,1/1/11,Central,Illinois,773,Major Market,Herbal Tea,Lemon,Decaf
157,139,262,95,40,26,821,100,120,200,80,1/1/11,Central,Illinois,224,Major Market,Herbal Tea,Mint,Decaf
83,80,150,54,28,15,456,50,70,110,40,1/1/11,Central,Illinois,217,Major Market,Tea,Darjeeling,Regular
84,108,201,72,57,23,558,40,90,150,60,1/1/11,Central,Illinois,815,Major Market,Tea,Earl Grey,Regular
316,312,611,234,114,77,1310,260,370,640,270,1/1/11,Central,Illinois,312,Major Market,Espresso,Caffe Mocha,Regular
218,228,510,228,92,63,1459,180,270,530,260,1/1/11,Central,Illinois,773,Major Market,Espresso,Decaf Espresso,Decaf
173,201,386,144,94,47,862,130,210,360,150,1/1/11,Central,Illinois,815,Major Market,Coffee,Columbian,Regular
136,139,262,95,55,30,608,100,140,240,100,1/1/11,Central,Illinois,217,Major Market,Coffee,Decaf Irish Cream,Decaf
315,312,611,234,116,77,1310,200,280,480,200,1/1/11,Central,Iowa,641,Small Market,Herbal Tea,Chamomile,Decaf
134,139,262,95,56,30,608,90,120,200,80,1/1/11,Central,Iowa,641,Small Market,Herbal Tea,Lemon,Decaf
220,228,510,228,91,63,1459,140,210,400,190,1/1/11,Central,Iowa,319,Small Market,Tea,Darjeeling,Regular
273,301,611,245,132,93,1419,160,270,480,210,1/1/11,Central,Iowa,641,Small Market,Tea,Earl Grey,Regular
17,26,48,17,16,4,777,30,40,50,10,1/1/11,Central,Iowa,563,Small Market,Espresso,Caffe Mocha,Regular
16,26,48,17,17,4,777,30,40,50,10,1/1/11,Central,Iowa,515,Small Market,Espresso,Decaf Espresso,Decaf
17,27,50,18,17,5,821,20,30,40,10,1/1/11,Central,Iowa,563,Small Market,Coffee,Amaretto,Regular
8,34,69,28,30,8,965,20,40,60,20,1/1/11,Central,Iowa,641,Small Market,Coffee,Columbian,Regular
19,31,60,23,20,7,623,20,30,50,20,1/1/11,Central,Iowa,515,Small Market,Coffee,Decaf Irish Cream,Decaf
-17,53,101,37,67,34,261,0,40,70,30,1/1/11,Central,Missouri,573,Small Market,Herbal Tea,Chamomile,Decaf
-61,11,111,88,52,27,525,-20,10,80,70,1/1/11,Central,Missouri,314,Small Market,Herbal Tea,Lemon,Decaf
14,47,92,35,40,11,196,10,40,70,30,1/1/11,Central,Missouri,573,Small Market,Tea,Darjeeling,Regular
-14,36,73,29,47,11,169,-10,30,50,20,1/1/11,Central,Missouri,660,Small Market,Tea,Earl Grey,Regular
-6,42,85,34,48,12,197,0,40,60,20,1/1/11,Central,Missouri,816,Small Market,Tea,Green Tea,Regular
75,73,138,50,26,14,821,70,90,140,50,1/1/11,Central,Missouri,573,Small Market,Espresso,Caffe Mocha,Regular
70,68,128,46,24,12,777,60,80,130,50,1/1/11,Central,Missouri,573,Small Market,Espresso,Decaf Espresso,Decaf
61,105,213,85,69,32,494,40,100,190,90,1/1/11,Central,Missouri,314,Small Market,Coffee,Columbian,Regular
73,92,190,78,47,24,965,50,90,170,80,1/1/11,Central,Missouri,314,Small Market,Coffee,Decaf Irish Cream,Decaf
45,48,90,32,20,8,456,50,50,70,20,1/1/11,Central,Ohio,567,Major Market,Herbal Tea,Chamomile,Decaf
45,48,90,32,20,8,821,50,50,70,20,1/1/11,Central,Ohio,614,Major Market,Herbal Tea,Lemon,Decaf
106,126,235,84,61,27,651,60,110,180,70,1/1/11,Central,Ohio,513,Major Market,Tea,Darjeeling,Regular
104,116,224,84,51,26,500,60,100,170,70,1/1/11,Central,Ohio,567,Major Market,Tea,Earl Grey,Regular
154,171,382,170,76,47,1091,140,210,400,190,1/1/11,Central,Ohio,234,Major Market,Espresso,Caffe Mocha,Regular
25,72,145,58,59,22,338,40,90,150,60,1/1/11,Central,Ohio,937,Major Market,Espresso,Decaf Espresso,Decaf
53,80,157,60,48,19,336,50,80,140,60,1/1/11,Central,Ohio,330,Major Market,Coffee,Amaretto,Regular
65,83,157,57,43,18,364,50,80,140,60,1/1/11,Central,Ohio,614,Major Market,Coffee,Columbian,Regular
0,87,168,63,91,57,435,20,90,150,60,1/1/11,Central,Ohio,513,Major Market,Coffee,Decaf Irish Cream,Decaf
109,113,201,67,45,20,400,80,100,150,50,1/1/11,Central,Wisconsin,715,Small Market,Herbal Tea,Chamomile,Decaf
44,48,91,33,21,9,777,50,50,70,20,1/1/11,Central,Wisconsin,608,Small Market,Herbal Tea,Lemon,Decaf
73,89,168,61,44,19,390,50,80,130,50,1/1/11,Central,Wisconsin,608,Small Market,Tea,Darjeeling,Regular
11,105,201,75,103,68,522,10,90,150,60,1/1/11,Central,Wisconsin,262,Small Market,Tea,Earl Grey,Regular
59,81,168,69,45,21,965,50,90,170,80,1/1/11,Central,Wisconsin,262,Small Market,Espresso,Caffe Mocha,Regular
53,62,123,48,29,15,623,50,70,120,50,1/1/11,Central,Wisconsin,715,Small Market,Espresso,Decaf Espresso,Decaf
20,66,134,54,56,20,312,30,70,120,50,1/1/11,Central,Wisconsin,608,Small Market,Coffee,Amaretto,Regular
14,111,213,79,107,72,551,20,110,190,80,1/1/11,Central,Wisconsin,715,Small Market,Coffee,Columbian,Regular
79,103,201,77,55,25,432,60,100,180,80,1/1/11,Central,Wisconsin,414,Small Market,Coffee,Decaf Irish Cream,Decaf
62,105,213,85,68,32,494,40,80,140,60,1/1/11,East,Connecticut,860,Small Market,Herbal Tea,Lemon,Decaf
73,92,190,78,47,24,965,50,80,130,50,1/1/11,East,Connecticut,860,Small Market,Herbal Tea,Mint,Decaf
73,73,138,50,27,14,821,60,80,130,50,1/1/11,East,Connecticut,959,Small Market,Tea,Darjeeling,Regular
55,56,105,38,22,10,777,40,60,100,40,1/1/11,East,Connecticut,475,Small Market,Tea,Green Tea,Regular
11,105,201,75,103,68,522,20,100,170,70,1/1/11,East,Connecticut,203,Small Market,Espresso,Caffe Mocha,Regular
47,75,145,55,47,18,312,40,70,120,50,1/1/11,East,Connecticut,203,Small Market,Espresso,Decaf Espresso,Decaf
179,186,347,124,75,40,961,130,180,290,110,1/1/11,East,Connecticut,959,Small Market,Coffee,Columbian,Regular
53,62,123,48,29,15,623,30,50,80,30,1/1/11,East,Florida,850,Major Market,Herbal Tea,Chamomile,Decaf
20,66,134,54,56,20,312,20,50,90,40,1/1/11,East,Florida,904,Major Market,Herbal Tea,Lemon,Decaf
61,81,168,69,44,21,965,40,60,110,50,1/1/11,East,Florida,321,Major Market,Herbal Tea,Mint,Decaf
44,48,90,32,21,8,821,40,50,80,30,1/1/11,East,Florida,239,Major Market,Tea,Darjeeling,Regular
44,48,91,33,21,9,777,40,50,80,30,1/1/11,East,Florida,239,Major Market,Tea,Green Tea,Regular
14,111,213,79,107,72,551,30,110,180,70,1/1/11,East,Florida,239,Major Market,Espresso,Caffe Mocha,Regular
78,103,201,77,56,25,432,60,100,170,70,1/1/11,East,Florida,305,Major Market,Espresso,Decaf Espresso,Decaf
106,126,235,84,61,27,651,70,110,190,80,1/1/11,East,Florida,813,Major Market,Coffee,Columbian,Regular
104,116,224,84,51,26,500,70,110,190,80,1/1/11,East,Florida,386,Major Market,Coffee,Decaf Irish Cream,Decaf
26,72,145,58,58,22,338,30,60,100,40,1/1/11,East,Massachusetts,781,Major Market,Herbal Tea,Lemon,Decaf
45,48,90,32,20,8,821,40,50,80,30,1/1/11,East,Massachusetts,781,Major Market,Tea,Darjeeling,Regular
45,48,90,32,20,8,456,40,50,80,30,1/1/11,East,Massachusetts,978,Major Market,Tea,Green Tea,Regular
-36,63,141,63,90,57,435,-10,60,120,60,1/1/11,East,Massachusetts,617,Major Market,Espresso,Caffe Mocha,Regular
156,171,382,170,75,47,1091,110,170,330,160,1/1/11,East,Massachusetts,617,Major Market,Espresso,Regular Espresso,Regular
572,422,553,72,58,23,558,360,400,460,60,1/1/11,East,Massachusetts,413,Major Market,Coffee,Columbian,Regular
-6,42,85,34,48,12,197,0,30,50,20,1/1/11,East,New Hampshire,603,Small Market,Herbal Tea,Lemon,Decaf
16,27,50,18,18,5,821,20,30,40,10,1/1/11,East,New Hampshire,603,Small Market,Tea,Darjeeling,Regular
17,26,48,17,16,4,777,20,30,40,10,1/1/11,East,New Hampshire,603,Small Market,Tea,Green Tea,Regular
-16,53,101,37,66,34,261,0,50,80,30,1/1/11,East,New Hampshire,603,Small Market,Espresso,Caffe Mocha,Regular
-12,36,73,29,46,11,169,0,40,60,20,1/1/11,East,New Hampshire,603,Small Market,Espresso,Regular Espresso,Regular
31,55,104,38,37,12,241,30,50,80,30,1/1/11,East,New Hampshire,603,Small Market,Coffee,Amaretto,Regular
39,72,134,48,49,15,372,40,70,110,40,1/1/11,East,New Hampshire,603,Small Market,Coffee,Columbian,Regular
173,238,540,245,133,93,1419,100,190,370,180,1/1/11,East,New York,516,Major Market,Herbal Tea,Lemon,Decaf
-176,-27,201,207,90,64,965,-70,-10,140,150,1/1/11,East,New York,516,Major Market,Herbal Tea,Mint,Decaf
157,139,262,95,40,26,821,120,150,250,100,1/1/11,East,New York,607,Major Market,Tea,Darjeeling,Regular
146,130,245,89,38,24,777,110,140,230,90,1/1/11,East,New York,716,Major Market,Tea,Earl Grey,Regular
84,80,150,54,27,15,456,70,90,140,50,1/1/11,East,New York,212,Major Market,Tea,Green Tea,Regular
-268,-44,68,105,134,95,725,-170,-50,50,100,1/1/11,East,New York,516,Major Market,Espresso,Caffe Mocha,Regular
273,262,548,228,91,63,1459,200,270,480,210,1/1/11,East,New York,516,Major Market,Espresso,Regular Espresso,Regular
408,407,759,271,152,94,2101,260,380,640,260,1/1/11,East,New York,518,Major Market,Coffee,Columbian,Regular
55,63,125,49,29,16,623,40,60,100,40,1/1/11,South,Louisiana,318,Small Market,Herbal Tea,Chamomile,Decaf
62,105,213,85,68,32,494,40,100,180,80,1/1/11,South,Louisiana,318,Small Market,Herbal Tea,Lemon,Decaf
47,51,95,34,22,9,777,50,60,100,40,1/1/11,South,Louisiana,337,Small Market,Coffee,Columbian,Regular
44,48,91,33,21,9,777,50,60,100,40,1/1/11,South,Louisiana,318,Small Market,Coffee,Decaf Irish Cream,Decaf
12,105,201,75,102,68,522,10,90,150,60,1/1/11,South,Louisiana,504,Small Market,Espresso,Caffe Latte,Regular
109,113,201,67,45,20,400,80,100,150,50,1/1/11,South,Louisiana,225,Small Market,Espresso,Caffe Mocha,Regular
75,89,168,61,43,19,390,50,70,120,50,1/1/11,South,Louisiana,337,Small Market,Espresso,Decaf Espresso,Decaf
17,27,50,18,17,5,821,20,30,40,10,1/1/11,South,New Mexico,505,Small Market,Herbal Tea,Chamomile,Decaf
6,34,69,28,32,8,965,20,40,60,20,1/1/11,South,New Mexico,505,Small Market,Herbal Tea,Lemon,Decaf
41,72,134,48,48,15,372,50,90,150,60,1/1/11,South,New Mexico,505,Small Market,Coffee,Columbian,Regular
-61,11,111,88,52,27,525,-30,10,120,110,1/1/11,South,New Mexico,505,Small Market,Coffee,Decaf Irish Cream,Decaf
-12,36,73,29,46,11,169,0,30,50,20,1/1/11,South,New Mexico,505,Small Market,Espresso,Caffe Latte,Regular
-16,53,101,37,66,34,261,-10,40,70,30,1/1/11,South,New Mexico,505,Small Market,Espresso,Caffe Mocha,Regular
14,47,92,35,40,11,196,10,40,70,30,1/1/11,South,New Mexico,505,Small Market,Espresso,Decaf Espresso,Decaf
20,66,134,54,56,20,312,20,60,110,50,1/1/11,South,Oklahoma,918,Small Market,Herbal Tea,Chamomile,Decaf
16,111,213,79,106,72,551,30,110,180,70,1/1/11,South,Oklahoma,405,Small Market,Herbal Tea,Lemon,Decaf
45,56,112,44,28,14,623,50,70,120,50,1/1/11,South,Oklahoma,580,Small Market,Coffee,Columbian,Regular
44,48,90,32,21,8,821,50,60,100,40,1/1/11,South,Oklahoma,918,Small Market,Coffee,Decaf Irish Cream,Decaf
103,116,224,84,52,26,500,70,100,170,70,1/1/11,South,Oklahoma,405,Small Market,Espresso,Caffe Latte,Regular
44,48,90,32,21,8,456,40,40,60,20,1/1/11,South,Oklahoma,580,Small Market,Espresso,Caffe Mocha,Regular
104,126,235,84,62,27,651,70,110,180,70,1/1/11,South,Oklahoma,405,Small Market,Espresso,Decaf Espresso,Decaf
51,80,157,60,49,19,336,50,80,130,50,1/1/11,South,Texas,281,Major Market,Herbal Tea,Chamomile,Decaf
65,83,157,57,43,18,364,50,80,130,50,1/1/11,South,Texas,254,Major Market,Herbal Tea,Lemon,Decaf
248,245,506,207,90,64,965,220,300,560,260,1/1/11,South,Texas,682,Major Market,Coffee,Columbian,Regular
106,107,213,83,41,27,623,100,130,230,100,1/1/11,South,Texas,361,Major Market,Coffee,Decaf Irish Cream,Decaf
83,108,201,72,58,23,558,50,90,150,60,1/1/11,South,Texas,806,Major Market,Espresso,Caffe Latte,Regular
148,130,245,89,37,24,777,90,110,180,70,1/1/11,South,Texas,512,Major Market,Espresso,Caffe Mocha,Regular
84,80,150,54,27,15,456,60,70,110,40,1/1/11,South,Texas,409,Major Market,Espresso,Decaf Espresso,Decaf
33,55,104,38,36,12,241,30,50,80,30,1/1/11,West,Utah,435,Small Market,Herbal Tea,Chamomile,Decaf
39,72,134,48,49,15,372,30,60,100,40,1/1/11,West,Utah,435,Small Market,Herbal Tea,Lemon,Decaf
-62,11,111,88,54,27,525,-30,10,80,70,1/1/11,West,Utah,435,Small Market,Herbal Tea,Mint,Decaf
-16,53,101,37,66,34,261,0,40,60,20,1/1/11,West,Utah,435,Small Market,Tea,Darjeeling,Regular
14,47,92,35,40,11,196,10,30,50,20,1/1/11,West,Utah,801,Small Market,Tea,Earl Grey,Regular
-14,36,73,29,47,11,169,10,30,40,10,1/1/11,West,Utah,435,Small Market,Tea,Green Tea,Regular
73,73,138,50,27,14,821,50,70,110,40,1/1/11,West,Utah,435,Small Market,Espresso,Decaf Espresso,Decaf
73,92,190,78,47,24,965,80,120,210,90,1/1/11,West,Utah,801,Small Market,Coffee,Amaretto,Regular
47,75,145,55,47,18,312,70,100,160,60,1/1/11,West,Utah,435,Small Market,Coffee,Columbian,Regular
61,105,213,85,69,32,494,70,130,230,100,1/1/11,West,Utah,801,Small Market,Coffee,Decaf Irish Cream,Decaf
69,68,128,46,25,12,777,40,60,100,40,1/1/11,West,Utah,435,Small Market,Espresso,Caffe Latte,Regular
53,63,125,49,30,16,623,40,60,100,40,1/1/11,West,Utah,435,Small Market,Espresso,Caffe Mocha,Regular
159,139,262,95,39,26,821,100,120,200,80,1/1/11,West,California,650,Major Market,Herbal Tea,Chamomile,Decaf
249,245,506,207,89,64,965,160,220,390,170,1/1/11,West,California,530,Major Market,Herbal Tea,Lemon,Decaf
104,107,213,83,42,27,623,60,90,160,70,1/1/11,West,California,650,Major Market,Herbal Tea,Mint,Decaf
146,130,245,89,38,24,777,80,90,140,50,1/1/11,West,California,562,Major Market,Tea,Darjeeling,Regular
84,80,150,54,27,15,456,60,60,90,30,1/1/11,West,California,707,Major Market,Tea,Earl Grey,Regular
84,108,201,72,57,23,558,50,80,120,40,1/1/11,West,California,650,Major Market,Tea,Green Tea,Regular
