num_rooms,num_people,housearea,is_ac,is_tv,is_flat,ave_monthly_income,num_children,is_urban,amount_paid
2,5,954.01,0,0,1,27990.39,0,0,270.2592943
2,6,631.54,0,1,1,32046.17,2,1,821.5718157
2,6,783.75,1,1,1,8970.35,0,1,768.0457556
0,7,602.31,0,0,1,9072.79,1,0,418.4443299
3,0,1060.11,0,1,1,33817.84,1,1,656.168438
2,2,762.18,1,1,0,35141.26,2,1,786.3179031
3,8,824.74,1,1,1,23400.22,1,0,682.4282341
3,4,615.35,0,1,0,33954.6,2,1,725.9703135
2,6,996.64,0,0,0,21220.11,0,1,495.153671
2,3,903.62,1,1,1,38243.86,0,1,793.3423112
2,5,686.9,1,1,0,29489.46,2,1,937.6211463
2,4,976.34,0,0,0,3507.86,1,1,477.7614788
2,7,729.12,0,1,0,29066.2,0,1,655.2151632
3,3,829.61,0,1,0,29728.82,1,1,568.0921031
1,8,909.63,1,1,1,10084.09,1,1,853.4426696
2,8,748.83,0,0,0,12819.36,2,0,329.4553246
2,2,1025.77,0,1,1,24293.56,2,0,476.6830107
4,7,1049.08,1,1,0,33978.15,0,1,796.1320637
2,7,818.59,1,0,0,32710.94,0,1,542.129924
1,7,998.02,1,1,0,11903.62,2,1,814.3627199
0,5,787.6,0,1,0,26472.36,2,1,659.0702207
3,4,671.4,0,1,1,30461.42,0,0,313.4620194
2,4,925.83,0,1,0,36063.58,2,0,474.6952299
2,4,721.09,0,1,0,37586.7,1,0,478.1037958
3,5,621.65,0,1,0,36867.11,1,1,688.1521363
3,5,904.32,0,1,1,22728,1,0,538.103211
2,3,734.66,0,1,0,15053.63,1,1,517.9757247
1,5,652.64,1,1,1,35364.15,1,1,784.2329099
3,4,944.11,1,1,0,33446.94,1,1,898.5794256
1,6,678.34,0,0,1,39175.03,0,1,615.4819559
2,7,666.42,0,1,1,13412.74,0,0,332.5594177
1,4,602.24,1,1,0,43077.89,1,1,721.6156407
3,4,872.51,0,1,1,13887.45,0,1,495.8442857
2,6,816.3,0,1,1,39795.94,1,0,528.4521069
3,0,991.31,0,1,0,12687.26,1,1,655.8701112
2,5,847.97,0,1,0,39502.92,0,0,354.4726932
2,4,660.94,1,0,0,10145.17,0,1,568.6605495
1,1,814.75,0,1,1,15535.05,0,1,653.4233136
1,6,835.43,0,0,0,22204,0,1,537.8010046
